source_table,resource_type,resource_id,resource_name,vehicle_class,transmission,skill_or_requirement,schedule_note,slot_index,slot_start_min,slot_end_min,slot_start,slot_end,raw_value,is_available
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,64,320,325,05:20,05:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,65,325,330,05:25,05:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,66,330,335,05:30,05:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,67,335,340,05:35,05:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,68,340,345,05:40,05:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,69,345,350,05:45,05:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,70,350,355,05:50,05:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,71,355,360,05:55,06:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,72,360,365,06:00,06:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,73,365,370,06:05,06:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,74,370,375,06:10,06:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,75,375,380,06:15,06:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,76,380,385,06:20,06:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,77,385,390,06:25,06:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,78,390,395,06:30,06:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,79,395,400,06:35,06:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,80,400,405,06:40,06:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,81,405,410,06:45,06:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,82,410,415,06:50,06:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,83,415,420,06:55,07:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,84,420,425,07:00,07:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,85,425,430,07:05,07:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,86,430,435,07:10,07:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,87,435,440,07:15,07:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,88,440,445,07:20,07:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,89,445,450,07:25,07:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,90,450,455,07:30,07:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,91,455,460,07:35,07:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,92,460,465,07:40,07:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,93,465,470,07:45,07:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,94,470,475,07:50,07:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,95,475,480,07:55,08:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,96,480,485,08:00,08:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,97,485,490,08:05,08:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,98,490,495,08:10,08:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,99,495,500,08:15,08:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,100,500,505,08:20,08:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,101,505,510,08:25,08:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,102,510,515,08:30,08:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,103,515,520,08:35,08:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,104,520,525,08:40,08:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,105,525,530,08:45,08:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,106,530,535,08:50,08:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,107,535,540,08:55,09:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,108,540,545,09:00,09:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,109,545,550,09:05,09:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,110,550,555,09:10,09:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,111,555,560,09:15,09:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,112,560,565,09:20,09:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,113,565,570,09:25,09:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,114,570,575,09:30,09:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,115,575,580,09:35,09:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,116,580,585,09:40,09:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,117,585,590,09:45,09:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,118,590,595,09:50,09:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,119,595,600,09:55,10:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,120,600,605,10:00,10:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,121,605,610,10:05,10:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,122,610,615,10:10,10:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,123,615,620,10:15,10:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,124,620,625,10:20,10:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,125,625,630,10:25,10:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,126,630,635,10:30,10:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,127,635,640,10:35,10:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,128,640,645,10:40,10:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,129,645,650,10:45,10:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,130,650,655,10:50,10:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,131,655,660,10:55,11:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,132,660,665,11:00,11:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,133,665,670,11:05,11:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,134,670,675,11:10,11:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,135,675,680,11:15,11:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,136,680,685,11:20,11:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,137,685,690,11:25,11:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,138,690,695,11:30,11:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,139,695,700,11:35,11:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,140,700,705,11:40,11:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,141,705,710,11:45,11:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,142,710,715,11:50,11:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,143,715,720,11:55,12:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,144,720,725,12:00,12:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,145,725,730,12:05,12:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,146,730,735,12:10,12:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,147,735,740,12:15,12:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,148,740,745,12:20,12:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,149,745,750,12:25,12:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,150,750,755,12:30,12:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,151,755,760,12:35,12:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,152,760,765,12:40,12:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,153,765,770,12:45,12:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,154,770,775,12:50,12:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,155,775,780,12:55,13:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,156,780,785,13:00,13:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,157,785,790,13:05,13:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,158,790,795,13:10,13:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,159,795,800,13:15,13:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,160,800,805,13:20,13:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,161,805,810,13:25,13:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,162,810,815,13:30,13:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,163,815,820,13:35,13:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,164,820,825,13:40,13:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,165,825,830,13:45,13:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,166,830,835,13:50,13:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,167,835,840,13:55,14:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,168,840,845,14:00,14:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,169,845,850,14:05,14:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,170,850,855,14:10,14:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,171,855,860,14:15,14:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,172,860,865,14:20,14:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,173,865,870,14:25,14:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,174,870,875,14:30,14:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,175,875,880,14:35,14:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,176,880,885,14:40,14:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,177,885,890,14:45,14:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,178,890,895,14:50,14:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,179,895,900,14:55,15:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,180,900,905,15:00,15:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,181,905,910,15:05,15:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,182,910,915,15:10,15:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,183,915,920,15:15,15:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,184,920,925,15:20,15:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,185,925,930,15:25,15:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,186,930,935,15:30,15:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,187,935,940,15:35,15:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,188,940,945,15:40,15:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,189,945,950,15:45,15:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,190,950,955,15:50,15:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,191,955,960,15:55,16:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,192,960,965,16:00,16:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,193,965,970,16:05,16:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,194,970,975,16:10,16:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,195,975,980,16:15,16:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,196,980,985,16:20,16:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,197,985,990,16:25,16:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,198,990,995,16:30,16:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,199,995,1000,16:35,16:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,200,1000,1005,16:40,16:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,201,1005,1010,16:45,16:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,202,1010,1015,16:50,16:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,203,1015,1020,16:55,17:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,204,1020,1025,17:00,17:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,205,1025,1030,17:05,17:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,206,1030,1035,17:10,17:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,207,1035,1040,17:15,17:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,208,1040,1045,17:20,17:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,209,1045,1050,17:25,17:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,210,1050,1055,17:30,17:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,211,1055,1060,17:35,17:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,212,1060,1065,17:40,17:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,213,1065,1070,17:45,17:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,214,1070,1075,17:50,17:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,215,1075,1080,17:55,18:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,216,1080,1085,18:00,18:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,217,1085,1090,18:05,18:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,218,1090,1095,18:10,18:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,219,1095,1100,18:15,18:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,220,1100,1105,18:20,18:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,221,1105,1110,18:25,18:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,222,1110,1115,18:30,18:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,223,1115,1120,18:35,18:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,224,1120,1125,18:40,18:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,225,1125,1130,18:45,18:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,226,1130,1135,18:50,18:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,227,1135,1140,18:55,19:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,228,1140,1145,19:00,19:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,229,1145,1150,19:05,19:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,230,1150,1155,19:10,19:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,231,1155,1160,19:15,19:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,232,1160,1165,19:20,19:25,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,233,1165,1170,19:25,19:30,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,234,1170,1175,19:30,19:35,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,235,1175,1180,19:35,19:40,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,236,1180,1185,19:40,19:45,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,237,1185,1190,19:45,19:50,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,238,1190,1195,19:50,19:55,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,239,1195,1200,19:55,20:00,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,240,1200,1205,20:00,20:05,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,241,1205,1210,20:05,20:10,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,242,1210,1215,20:10,20:15,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,243,1215,1220,20:15,20:20,T,True
vehicle_schedule,vehicle,1001,1001,승용차,자동,소형 기량자 이상,,244,1220,1225,20:20,20:25,T,True
